seq_id,salt_mM,salt_M,Rg,Rg_err,Ree,Ree_err,nu,nu_err,nu_reliable,Ree_Rg_sq,nu_masked
idr_0141,100,0.1,3.779834298708937,0.0734589246469572,8.712220933818816,0.2616000378881013,0.5066888093321577,0.0017073556222554,True,5.312662623920318,0.5066888093321577
idr_0141,150,0.15,3.631962687724159,0.0696480976680793,8.262071257877349,0.2816735720363349,0.4814258915336299,0.0018209154170961,True,5.174818429538006,0.4814258915336299
idr_0141,300,0.3,3.6025002440440805,0.0557633355439091,8.19777599105835,0.2288025941428736,0.4807245683957559,0.0015953213729967,True,5.178262423354812,0.4807245683957559
idr_0141,500,0.5,3.670659893727372,0.0474376521751979,8.350432730579378,0.1972922424508724,0.482628134033991,0.001211381132508,True,5.175230173671634,0.482628134033991
idr_0142,50,0.05,4.354220962247938,0.055538797917565,10.526661968326566,0.2310135830308761,0.5609002881357437,0.000779713790074,True,5.844675793763362,0.5609002881357437
idr_0142,100,0.1,4.155301388342836,0.050071727711189,9.865705084896089,0.200978107212371,0.5341761842994651,0.0006745498773362,True,5.637041080015923,0.5341761842994651
idr_0142,150,0.15,4.140558111587873,0.0491160766094992,9.943488010025025,0.2275194183055049,0.5487113503889364,0.0004187426242096,True,5.767129988793861,0.5487113503889364
idr_0142,300,0.3,4.141315868282778,0.0627534080203398,9.832643183708193,0.23055891339724,0.5397064396704667,0.0006024145359098,True,5.6372052248186915,0.5397064396704667
idr_0142,500,0.5,4.101063765307835,0.0648197527221632,9.654505343818666,0.2562302394665851,0.5371381554639861,0.0005749550699987,True,5.5420062422309355,0.5371381554639861
idr_0143,50,0.05,3.7401333859760006,0.0486832251194604,8.931291466808318,0.1743340293660686,0.5524802321418655,0.0007617768166183,True,5.70235621323867,0.5524802321418655
idr_0143,100,0.1,3.609716882316148,0.0444514149702238,8.466119085407257,0.1780050523042094,0.5241104749495025,0.0008761918775742,True,5.500757059730919,0.5241104749495025
idr_0143,150,0.15,3.6286185028731226,0.051018644771234,8.649788389205932,0.2100331610847542,0.5322510121230053,0.0007813187427781,True,5.6823547625984965,0.5322510121230053
idr_0143,300,0.3,3.5453624795606613,0.0440296167146108,8.29556711769104,0.1759769995037972,0.5166874609406988,0.0010756084164102,True,5.4748329754301155,0.5166874609406988
idr_0143,500,0.5,3.37502900729495,0.0437506984565418,7.567976212739945,0.1548997118110583,0.4692550255638349,0.0019307162371676,True,5.028106838111582,0.4692550255638349
idr_0144,50,0.05,4.560320140089456,0.1440478279675537,10.716260229587554,0.4416279851741557,0.5081157204522299,0.0010083194439541,True,5.521992839306559,0.5081157204522299
idr_0144,100,0.1,4.433040774772924,0.0727680726023207,10.245120592403412,0.2758882701626696,0.4809970793754455,0.0007977519247741,True,5.341099856993527,0.4809970793754455
idr_0144,150,0.15,4.453326906659694,0.0748459547103759,10.057461962032315,0.2857680767254265,0.4780406960802664,0.000643146475041,True,5.100440012254689,0.4780406960802664
idr_0144,300,0.3,4.160145555309974,0.0762080324069296,9.190037815856932,0.2809001332870326,0.4362847267515348,0.0014711473704462,True,4.879974413253758,0.4362847267515348
idr_0144,500,0.5,4.212315774688564,0.0733450839958498,9.592790316295623,0.2877908950407237,0.4541283410217823,0.0014727487036661,True,5.186185686368544,0.4541283410217823
